Lee gave Taylor's friend a tip at the restaurant that night.;How would you describe Lee?;Very generous;Cheap;Frugal
Carson looked into Robin's eyes and shook her head no after asking Carson out.;What will Robin want to do next?;slap Carson across the face;spank Carson hard;laugh in Carson's face
Taylor was close to winning the game. Taylor ran straight for home plate.;What will Taylor want to do next?;wanted to score;try to get over that they did win;celebrate the win
Sally was writing in her journal and the nosy Kendall snatched it away from her.;How would you describe Kendall?;someone who snatches things;not interested in others journals;dominant
Robin refused to pay her share of the meal even though everybody had agreed beforehand.;What will Others want to do next?;stop inviting Robin;take advantage;save money
Sydney opened a savings account after learning about getting interest on their money.;What does Sydney need to do before this?;do some research;do little research;become rich
Robin let Carson explain why it happened in very much detail.;What will Robin want to do next?;be silent;runaway;explain again
Bailey spent a lot of time studying and working hard before taking an exam.;How would Bailey feel afterwards?;intelligent;relieved;uncomfortable
Sydney was trying to get the kitchen mopped but Austin interfered by walking in the kitchen repeatedly.;How would you describe Austin?;Flippant;angry that Austin keep walking on the floor;frustrated with Austin
There was a fire, Sasha grabbed the extinguisher and saved the home from destruction.;How would you describe Sasha?;anxious but happy;This typical design from a patent by Brooks;sad to save the home
Alex couldn't make up their mind one way or another about the important matter.;What will Alex want to do next?;issue a ruling;ignore the question at hand;a indecisive person
Jesse was feeling very hungry but didn't like the school cafeteria food, so he left the premises with permission.;What will Jesse want to do next?;go eat at home;did this to get food;did this to satisfy hunger
Alex looked it up online when she couldn't find the information in a book.;How would Alex feel afterwards?;smart;like a fool;clueless
A big dog started chasing Tracy in the park so Tracy ran for their life to their car and jumped in to get away from the dog.;How would Tracy feel afterwards?;A person who was panicking;tranquility;shocked
Cameron picked Robin up from the airport.;What will happen to Robin?;got into Cameron's automobile;got Robin seasick;got lost looking for Cameron
Sydney walked past a homeless woman asking for change but did not have any money they could give to her. Sydney felt bad afterwards.;How would you describe Sydney?;sympathetic;like a person who was unable to help;incredulous
Remy took this job seriously and she was fired.;How would Remy feel afterwards?;confused;a jobless person;happy
Sasha was working hard for a long time and wanted a break. They spent a weekend traveling.;Why did Sasha do this?;take a break;enjoy it;visit family
Carson asked if Robin wanted to go eat. Robin shook their head no.;How would Carson feel as a result?;like going to eat alone;ready to go;Like going with Robin to eat
After Jesse thoroughly criticized Riley's new painting, Riley regarded Jesse with hurtful eyes.;What will Jesse want to do as a result?;tell Riley they're sorry for what they said;tell Riley they are sorry for the painting;apologize to Riley for the painting
Quinn watched videos on friday night to have fun.;What will Quinn want to do next?;have a snack;talk about videos;get work done
Carson kissed Alex gently on the cheek and asked to go to dinner.;What will happen to Carson?;go on a date;have a romantic meal;loved
Kendall grabbed Jordan's hands because Jordan was trying to hit someone.;How would you describe Kendall?;defensive;decisive after grabbing Jordan;relieved after stopping Jordan
It was time to end work for Carson and Austin took over for them.;What will happen to Austin?;do their best;go home;rest
Aubrey gave it to Kai's friend. Kai had thought for sure and hoped that she would get it instead.;How would Kai feel as a result?;betrayed by Aubrey;giving to others;wanting to help people
Cameron was camping in the woods with a group of friends one evening.;What will Cameron want to do next?;tell ghost stories;run away;go home
Skylar was sick and had to cancel concert plans with Sydney.;What will Sydney want to do next?;find someone else to go with;get mad;rest in bed
Austin just proved a way to predict cancer rates irrefutably.;What will Others want to do next?;Hire Austin for cancer research;share this knowledge with others;Laugh at Austin's accomplishment
Quinn afforded every nice meal after getting a substantial raise at work.;What does Quinn need to do before this?;be productive;be lazy;work little
Ash had fallen off his bike and broke his ankle so Alex checked to see if he was okay.;What will happen to Ash?;go to the ER;go to the park;he will fix his ankle
kai was scared so he crowded around sydney.;What will Sydney want to do next?;push kai away;stand up for herself;berate kai
Skylar put their mind to rest by making sure everything was safe in the house.;Why did Skylar do this?;check for damage;loved;lazy
Sydney had a christmas party for her coworkers at the restaurant.;What will Sydney want to do next?;plentiful;ignore the guests;forget to order refreshments
Riley turned the stove off every time she finish cooking.;How would you describe Riley?;forehanded;forgetful;lazy
Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was.;What will Sydney want to do next?;she will thank her for the necklace;she will cry and run away;they'll get a kiss
Kendall is the worst player on their team. After practicing by themselves for months, Kendall scored a goal for their team yesterday.;How would you describe Kendall?;hardworking;respected by her team;smart
Austin decided to attend his law school reunion which was held last Saturday evening.  Austin enjoyed meeting up with former classmates.;What does Austin need to do before this?;get in touch with old friends;see his former classmates;take the LSAT
Ash accepted Alex's invitation to go to a birthday party.;What will Ash want to do next?;go to the birthday party;meet up with Alex;tell Ash about the dress code
Tracy took Sydney to school 4 hours after the bell rang the students in.;How would Tracy feel afterwards?;irresponsible;guilty;unreliable
Taylor's friend was grieving the loss of his grandfather last week.;What will happen to Taylor?;hugged by her friend;comfort Taylor's friend;be thanked by her grandfather
Jan took the kids to NYC and the saw a Broadway play with the others.;What will Others want to do next?;critique the play;purchase tickets;travel to NYC
Alex called my parents to inform them that I was safe at their house.;How would you describe Alex?;a close friend of mine;relieved;happy
Jesse was upset but unfortunately went a little too far when he yelled at his brother.;How would you describe Jesse?;upset;Happy;remorseful
Alex tied Riley with a rope and set her on fire with a match.;What will Riley want to do next?;Put the fire out;Stay quiet;Sit still
Bailey destroyed the enemy's bunker and won the war.;What does Bailey need to do before this?;spy on enemy troop movements;give the enemy counterintelligence;win the war for his country
Remy was playing a video game in their spare time. They prevented the enemies from engaging.;How would you describe Remy?;a technical person;a hard worker;a skilled laborer
Kai sat in Austin's lap for the group club photo in the yearbook.;How would you describe Kai?;a flirtatious individual;self centered sometimes;wanted
Kai made a career out of his hobby of crafting wood furniture by hand.;How would you describe Kai?;dedicated to his dreams;Kais dreams vanished;busy
Carson was at a friend's house across town from where he lived playing video games.;How would Carson feel afterwards?;sad that he will have to stop playing video games;too dark outside;ready to go for a short stroll back to his home
Kendall watched baseball with his friends after working hard all week at his job.;What will Kendall want to do next?;cheer his team with his friends;avoid talking to his friends;needed to please her boss
Alex was Sydney's coworker. Sydney was lazy and gave Alex a command.;How would Sydney feel as a result?;annoyed with her;happy to oblige;a good co-worker
Cameron gave Casey a pep talk and now has a sense of belonging in the group.;What will Casey want to do next?;be nice;Leave the group;Make a plan to attack the project
Sasha sat down after lighting the their house on fire, watching it burn around her.;How would Sasha feel afterwards?;A sense of accomplishment;Distraught by the spread of the fire;Saddened by the loss of the house
Skylar always arrives 15 minutes early for class, takes extensive notes, and studies hard before tests.;How would you describe Skylar?;a dedicated student;doesn't care about school;isn't worried about doing well
Casey explained to Tracy he was upset because he got grounded.;What does Tracy need to do before this?;ask Casey what was wrong;see Casey was happy;they wanted to learn what was going on
Riley was the best of friends with his pals and had a good heart.;What will Riley want to do next?;spend time with friends;live poorly;be compassionate
Austin batted his eyelashes when he met his blind date at the restaurant.;How would you describe Austin?;flirty;unfriendly;flattered
Austin recently lost 200 lbs. Austin wrapped a belt around the waist of their old pants but the pants still fell down.;How would Austin feel afterwards?;proud;dizzy;skinny
Rylie is teaching Sasha how to swim.  Riley told Sasha to hold her breath.;How would Riley feel afterwards?;good about teaching Sasha to swim;tired of teaching Sasha how to swim;exhausted
Riley went out to the club with some friends excited for the weekend.;What will Others want to do next?;Stay up really late;get dressed for the club;ask his friends if they are trying to go clubbing
Sydney closed Sasha's mouth because Sasha was talking way too much.;How would Sasha feel as a result?;very sorry;Intolerant;very amused
Sasha got revenge on the people by putting some sand in their food at lunch.;Why did Sasha do this?;be mean;gather sand;make friends
Kai lit a fire and it blew up.;What will Kai want to do next?;put the fire out;make the fire bigger;Get a lighter
Sydney appointed a detective to investigate the string of robberies.;What does Sydney need to do before this?;look into the robberies;ignore the problem;hire someone
Carson said thank you to his aunt for the strange and unwarranted gift she gave him.;Why did Carson do this?;good;return the gift;bad
Riley and their neighbor were the best of friends.;How would Riley feel afterwards?;Good for having a friend that lived close;happy;be overjoyed
Sydney went trick or treating and went to every house in the neighborhood.;What will happen to Sydney?;take the candy home;Others will follow Sydney;ask Sydney which are the good houses
The baseball game was intense, but in the end, Sasha saved their team from destruction.;How would Sasha feel afterwards?;heroic;fearful;grateful
Robin was playing soccer and played for a long time.;Why did Robin do this?;were having fun;buy a soccer ball;learn the rules of the game
Jan's friends have been paying more attention to Robin lately.;How would Jan feel as a result?;lonely;rich;would be happy for her
After graduating high school and being accepted to college, Casey decided to study philosophy, because Casey valued ethics highly.;What does Casey need to do before this?;needed to register for the program;read every philosophy text he can find;become a philospher
Robin changed Aubrey into clean clothes after spilling food over the dress they were wearing.;Why did Robin do this?;have Aubrey looking and feeling fresh;have Aubrey eat the food all over her dress;keep Aubrey in the kitchen preparing food
Ash threw himself into Sasha's arm having not seen her in over 10 years.;What will happen to Ash?;be reminiscent;sasha will be happy to see ash;sasha will catch ash
Riley had their arms raised for most of the concert, but lowered them toward the end.;Why did Riley do this?;had lost the energy;know directions;attend an event
Cameron shook Carson's head while Cameron was tidying up Carson's long beard.;What will Carson want to do next?;trim around the beard;spray on some perfume;use lots of soapy water
Casey saw Aubrey stealing form the store and so she called Aubrey's parents.;How would Casey feel afterwards?;Nervous about Aubrey's punishment;Like she should have let Aubrey steal;Like she should have stolen with Aubrey
Carson didn't get any candy so Carson ate Bailey's candy.;What will Bailey want to do next?;criticize Carson's action;Tell on Carson;Stop eating candy
Robin called up Jan's friends for a girl's night out and went out.;How would you describe Robin?;friendly;happy;left out
Kendall went to a bar and drank booze every night.;Why did Kendall do this?;forgot his problems;Celebrate his birthday;get a friend to drive
Casey called Aubrey's parents and wanted to find out information on Aubrey's birthday.;What will Casey want to do next?;throw Aubrey a party;want revenge on Aubrey's parents;treat Aubrey
Addison kept Remy up at night with her constant singing.;What will Addison want to do next?;audition for a musical;write a book;sing to Remy
Kai would fall down because they don't know how to properly ice skate.;How would you describe Kai?;clumsy;talented;embarrassed
Alex saw Taylor last night at the county fair rides.;What will Taylor want to do next?;Speak to her;Go home;Ignore each other
Jordan wanted to do something special for their spouse on Valentines day, so Jordan decided to have a picnic in the park.;What will Jordan want to do next?;pack a basket;invite their spouse;eat alone
Cameron rode Jan's motorcycle to work when their car would not start.;How would Cameron feel afterwards?;happy and excited by the motorcycle;angry at Jan;hurt by the motorcycle
Kendall kept the conversation going by asking opened ended questions.;What answers will the others respond with?;answer with other questions;walk out of the room;all grow silent
Cameron was going to go to the zoo and asked if my kids could go. Cameron took my children and I had an afternoon alone.;How would Cameron feel afterwards?;pleased;guilty;bad
Jan went to a party and started talking to one of her friends that she cared about a lot.;How would Others feel as a result?;quite happy;angry and sad;bored and angry
Jesse stood Cameron up instead of backing the person who was accusing him of stealing money.;How would Cameron feel as a result?;angry;sad;happy
Kai told Kendall the reason they stole money from Kendall was because Kai didn't deserve it.;What will happen to Kai?;get in trouble;they will experience remorse;they will make restitutions
Carson was wrongfully convicted for a crime. Taylor proved Carson's point last night and the judge agreed.;What will happen to Carson?;be released;be upset;be rewarded
Cameron had to put up or shut up during the blackjack game.;How would Cameron feel afterwards?;Bold;uninspired;Weak
jordan went to prison for 25 years for armed robbery and paid their debt to society.;Why did Jordan do this?;he had no choice;get a job;pay his debt back to society
Carson tried to fight Robin last night but decided not to.;What will happen to Robin?;they will learn to make better decisions;have a mutual friend to be an intermediary;confide to a mutual friend and reject mediation
Addison could not find a coupon to IHOP. They felt bad about it.;What will Addison want to do next?;go;needed to try to find the coupon;needed to look for the coupon
Remy played darts for an hour at the tavern on his way home from work that night.;What will Remy want to do next?;put darts away;watch the sunrise;wanted to have fun
Tracy's kids were hungry so Aubrey made food and fed the kids.;What does Aubrey need to do before this?;prepare food for the kids;wash the dishes;talk to the kids
Bailey threw their cap on the ground and walked away from it swiftly.;How would Bailey feel afterwards?;angry;hungry;depressed
Carson took Lee's risk by going skydiving with him off of the plane.;What will Lee want to do after?;hug Carson;buy a ticket;kick Carson
Robin went with Jan's friends to rob a convenience store.;Why did Robin do this?;was motivated by kleptomania;wants them to go to the police and confess their crime;was motivated by frugality
Taylor attended their father's funeral after he passed away from cancer.;What does Taylor need to do before this?;travel to the funeral;honor their father;mourn their father
Jesse showed Sydney's friend her new cat after the friend showed interest in cats.;How would Jesse feel afterwards?;interested in showing off her new cat;a cat owner;kind
Riley left home with their sister today, because they were grounded by their step dad.;What will their step dad want to do next?;contact police;run away from home;adopt more children
Aubrey was practicing her violin all night.;How would others feel as a result?;Annoyed;Masterful;Very accomplished
The people bullied Sasha all her life. But Sasha got revenge on the people.;What will the people want to do next?;flee from Sasha;do whatever Sasha says;get even
Kai gave Sydney a small push while they were playing at school and accidentally sent them falling into an abandoned well.;What will Kai want to do next?;call their teacher for help;play somewhere else;avoid wells
Sasha grabbed Robins head and gave it a good shake.;Why did Sasha do this?;joke around;bully;better
Casey looked a lot like her mother because they had similar facial features and the same hair.;How would you describe Casey?;unique looking;adopted;blonde
Lee made copies of the their poster before starting his mayoral campaign.;What does Lee need to do before this?;needed to design the poster for his campaign;has the funds;needed to drop out of the campaign
Bailey doesn't normally attend church, so they asked Sasha's grandma one day about church.;How would you describe Bailey?;not a regular church goer;offended;interested in experiencing different churches
Sydney set Skylar's phone on edge just a small hairline over falling over the desk.;How would you describe Sydney?;careless;are reckless;are boring
Jesse shook Cameron's head slightly left and right, making sure her muscle strain wasn't too bad.;How would Jesse feel afterwards?;skillful;ok;ok
Carson was at a friend's house but suddenly announced they needed to go home.;Why did Carson do this?;forgot to feed the dog;caught a bus;called a cab
Robin held her breath underwater in the pool.;How would you describe Robin?;fun;exhausted;tired
Quinn realized their dog ran away in the middle of the night and cried their eyes out.;What does Quinn do this?;are sad;get a new dog;wanted a new dog
Quinn got a brand new sports car and showed it off to Casey's friends.;What will Quinn want to do next?;boast about the car to more people;hide the car so no one sees it;they needed to have the finances
Austin had lost a lot of weight recently so he wrapped a belt around his waist.;What will Austin want to do next?;continue getting ready;take off the belt;started to eat healthy food
Knowing that the assignments are part of the semester grade, Sydney took schoolwork seriously.;How would Others feel as a result?;a need to succeed;a need to ignore the assignments;proud of them self
Remy witnessed a horrific crime and agreed to be a witness at the accused trial.  Remy entered Witness Protection and assumed another identity.;What does Remy need to do before this?;get used to living in a new house;get used to having a new hairstyle;get used to having a new boyfriend
Riley regarded Jesse with observant eyes then smiled after they ate the last cookie.;How would you describe Riley?;As silly;As talkative;like a person who was thoughtful
Lee spent the whole night trying and after many hours finally solved the equation.;How would you describe Lee?;very determined;irritated with how long the problem took;relieved to finally have the answer
Robin raked some leaves and the strong wind blew them all around the area.;How would you describe Robin?;disappointed;bored;strong willed
Aubrey never told Riley the answer and Riley was angry.;How would you describe Aubrey?;rude;smug at knowing the answer;annoyed at Riley's response
Cameron got to the restaurant and decided to order some pizza there.;How would Others feel as a result?;in the mood for italian food;ready to order;like dancing
Robin wrapped their coat around Ash's shoulders because Ash was shivering uncontrollably for a while.;What will Robin want to do next?;go inside;be a gentleman;be warm
Casey invited his parents over for dinner one night. He was preparing a meal and put food into the oven.;How would Casey feel afterwards?;proud;sad;a good cook
Whenever he was treated by a friend at a restaurant, Austin always ate steak.;Why did Austin do this?;wanted to take advantage of his friend's generosity;build up a tolerance to steak;treat their friend in return
Remy noticed that the people were about to fight. Remy prevented the people from engaging.;What does Remy need to do before this?;find out why they were going to fight;promote reason;promote hate
Kendall took Skylar into acount when making plans for the day.;How would Skylar feel as a result?;Glad they were thought about;as generous;Like they could of cared
Robin took a very long time to make up their mind of what to wear on their date that night.;What will Robin want to do next?;go on a date;look her best;cancel the date
Sasha got very tired, so she took a nap.;How would Sasha feel afterwards?;energetic;exhausted;more tired
Cameron stopped the fight before people got hurt.;What will Cameron want to do next?;send people home;The others will cheer Cameron;see a movie
Sydney gave a raise to all of the people that worked at her company.;What will Others want to do next?;get another raise;quit their job;be lazy
Jordan was being loud and kept Carson up all night.;How would you describe Jordan?;inconsiderate;a fun person;playing a game
Cameron looked at Riley expectantly as if if demanded acknowledgement from him.;How would Cameron feel afterwards?;entitled;very peaceful;Bold
Cameron moved Kendall's body into a trash bag.;Why did Cameron do this?;killed Kendall;was nice;needed to buy trash bags
Aubrey took many medications during the years and they had taken a huge toll on her body.;What did Aubrey need to do next?;make the decision to take lots of pills;be unconcerned with their long term health;was on the brink of death and decided to fast and pray and seek God for a miraculous healing miracle
Jan decided on Friday to light a fire under the brush in her pit in the backyard.;What will Jan want to do next?;make sure the fire goes out later;throw all of her belongings in with the brush;roast hot dogs
Quinn was outside and threw the frisbee to their friend while they were playing.;What will happen to their friend?;catch the frisbee after their friend throws it;throw the frisbee back;throw the frisbee back to their friend
After the interview went well, Carson shook Jan's hand again.;How would Carson feel afterwards?;relieved;impatient;supportive
Remy left school on account of having the flu that day.;How would Others feel as a result?;quite compassionate;very angry;very sick
Lee told Carson about an idea for a start up company. Carson told Lee it was risky to do it.;How would Lee feel as a result?;rejected;proud;thoughtful
Casey visited a friend in the UK and one in Ireland.;Why did Casey do this?;go sightseeing;sleep all day;get a plane ticket
Riley was the best of friends with the boy and did not like the others.;What will happen to Others?;ignore Riley;same lessons for the next generation;Thanks to those two young girls, and their flawed
Taylor made a poisonous bracelet. Taylor put it on Sasha's wrist.;What will happen to Taylor?;be convicted;take the bracelet off;be poisoned
Austin was an intern and so he worked without pay.;What will Austin want to do next?;find a job that pays them a wage;drop the internship and live in a van;continue working as an intern forever
Sasha worked as a nurse and often stepped in and protected patients rights.;What will happen to the patients?;show Sasha their appreciation with cards;get sicker due to poor conditions;get a new promotion
Skylar was on the phone while at the national park. They lent little attention to the view.;What will Skylar want to do next?;get Skylar off the phone;sleep;build
Bailey was a good basketball player who had a special shot in their arsenal.;What does Bailey need to do before this?;practice more;needed to do some stretching;needed to get drunk
It was summertime and Bailey was tired of having hair on the back of their neck. Bailey went to a salon and had their hair chopped short.;How would you describe Bailey?;sensible;beautiful;glamorous
Lee saved Kai's car from destruction by preventing a car accident.;How would Lee feel afterwards?;a careful driver with fast reflexes;scared;like he saved Kai
Kai talked about politics with their colleagues.;What will Kai want to do next?;learn more about politics;have a chat;be conversational
Quinn hired Lee for a photo shoot as a swimwear model. Quinn posed Lee in several positions and thought he looked best after she crossed his arms.;Why did Quinn and Lee work together?;was a photographer and needed a model for a shoot;make sure they looked alright;and Lee were both swimwear models
Skylar poured water over their head as a mean spirited joke.;How would others feel as a result?;that was wrong;that was kind;remorse
Taylor gave a book to a friend since they were done with it.;What will happen to Taylor?;be thanked;bad;share the book
Jordan read a lot of books about his favorite hobby.;How would you describe Jordan?;As someone that likes to learn;smart;As someone that asked about their hobby
After Bailey went to bed, Carson crept into the kitchen and ate Bailey's candy.;Why did Carson do this?;enjoy a late night snack;begin a new weight loss diet;give Bailey all of the candy
Robin made Taylor comment about the news because they wanted to know the truth about what they think.;How would Taylor feel as a result?;great;terrible;bad
Jesse was wondering if they got into a school. They checked the mail every day.;What does Jesse need to do before this?;know about a school;checked the mail again tomorrow;call the school
Robin went with Jan's friends to the park to play some games for hours.;What will Jan want to do next?;go home and shower;proud;go home and sleep
Ash was going to Hawaii on a vacation all by herself, so her husband Jesse drove Ash to the airport.;What will happen to Ash and Jesse?;wave goodbye to one another;get in a huge fight;relax at home for the week
As it was part of his duties, Alex carried Robin into the execution.;What will Alex want to do next?;secured for execution;help Robin get free;wanted to perform honorably
Alex left after he spilled some cream soda on the ground in the kitchen area.;Why did Alex do this?;escape trouble;Get some cream soda;Be careless with soda
Kai did not want to tell Kendall what the boys had said to spare her feelings but eventually he fessed up about the lies.;How would you describe Kai?;trying to be a good neighbor;right;betrayed
Jordan felt bad after vandalizing a building so they paid their debt to society by cleaning up everything they had done.;How would you describe Jordan?;remorseful;clear-minded;proud
Quinn murders Remy's wife after Remy stole a lot of money from the family.;How would Remy feel as a result?;had felt angry;had felt passive;like the got away with it
Taylor gave his friend a high five after he got a strike in bowling.;What will happen to Others?;bowl next;buy a pair of shoes;roll some dice
Kendall accidentally set her school on fire when she went in to change a test.;What will Kendall want to do next?;put out the fire;find her old test to exchange;go to sleep
Taylor was telling Kai a story. They filled Kai's mind with ideas.;What will happen to Kai?;tell the ideas to other people;forget the ideas;use the ideas to blackmail Taylor
Kai decided to stay at the hotel for another week.;What does Kai need to do before this?;Stay on vacation a little bit longer;check reservations;Do no thinking
Lee gave birth to children but did not have any diapers or baby supplies.;What will Others want to do next?;Give baby gifts to Lee;go to the store;buy diapers
Cameron continued playing with the ball even after it became deflated.;What does Cameron need to do before this?;find a ball;get a stick;run inside
Sasha increased the pay rate of their employees.;How would you describe Sasha?;a good boss;satisfied;proud
Cameron rode Jan's motorcycle and thought they might get one for themself.;What will happen to Cameron?;consider getting a motorcycle;buy Jan's motorcycle;ask about buying Jan's motorcycle
Carson could not open the jar and began to become frustrated.;What will Carson want to do next?;Continue trying;Kick the jar;Throw the jar
Quinn was done with the wrench so he handed the tools back.;How would Quinn feel as a result?;thoughtful;forgetful;on his own
Alex gave Sasha service to her car today.;How would Alex feel afterwards?;as helpful;tired;as kind
Austin was taking a test and found it difficult at first.;How would you describe Austin?;overwhelmed;a student;stupid
Taylor repeated the Lord's request so that everyone would know what to do.;How would Others feel as a result?;happy to have a direction;sad to have a direction;bad about the request
Billy argued with Kendall about something he was completely wrong on.;What will Kendall want to do next?;rub it in Billy's face;walk away at the low point;learn Kendall's point of view
Sasha got revenge on her friends after they made a joke about her.;What will Others want to do next?;hurt her back;be fair;play with her
Jordan was in charge of taking the food on the camping trip and left all the food at home.;How would Jordan feel afterwards?;horrible that he let his friends down on the camping trip;happy that he doesn't need to do the cooking on the trip;very proud and accomplished about the camping trip
Tracy crossed the rubicon with her pack and equipment.;How would Tracy feel afterwards?;Tired;Full of energy;outdoorsy
Lee sold things belonging to her mom without her permission.;How would Lee feel afterwards?;a bad child;cheating;interested in making money
Bailey had the exams in her hand when the class started. Bailey passed Jesse an examination booklet.;What does Bailey need to do before this?;needed to wait for class to start;pass out exams;talk about the exam
taylor looked hotels up online for their friends so the trip could be planned in advance.;What will Others want to do next?;thank taylor;let their friends know what the best hotel is;find out which hotels have openings
Casey wrapped Sasha's hands around him because they are in a romantic relationship.;How would you describe Casey?;very loving towards Sasha;wanted;being kept warm by Sasha
Jordan made a cup of coffee even though his boss asked him not to drink it.;How would you describe Jordan?;rebellious;calmed down;helpful
Tracy took Jesse's students on a field trip to the museum of science and history for the afternoon.;Why did Tracy do this?;let the kids have fun;have Jesse learn something;ask for a guide
Riley got free of the guard and ultimately was able to make her escape.;What does Riley need to do before this?;have known about the guard's practices;needed to be lackadaisical about it;be free
Taylor was best friends with her childhood neighbor and after years of being such good friends, Taylor married the neighbor.;How would Others feel as a result?;happy for the couple;happy for the house;a good friend
Sydney had a christmas party at their house and everyone was going to exchange presents.;What will Others want to do next?;see what they got;invite everyone;talk about the party
jordan wanted to be nice to a girl so he took her to the shoe store.;What does Jordan need to do before this?;ask the girl on a date;buy the girl some shoes;be kind
Alex gave up smoking cigarettes because he hated the smell.;How would Alex feel afterwards?;A lot healthier;Smelly;Very dirty
Riley was a cop and therefore regarded Jesse with observant eyes.;Why did Riley do this?;he was suspicious of Jesse;make observations;he wanted to date Jesse
Jordan had always been cruel, so it was no surprise when everyone was excited by his misfortune. The kids in the hallway said Jordan had seen his day.;How would you describe Jordan?;a bully;a friend to all;sad
Austin sat on Bailey's lap because all the other chairs were taken.;How would Austin feel afterwards?;feeling loved;feeling shocked;funny
Jenny wanted to found out what happened to Quinn's leg and read Quinn's book about his travels where he discussed his accident later in the first chapter.;How would Jenny feel as a result?;satisfied;jealous of Quinn;annoyed at Quinn
Kai improved Jan's work, but then Jan stopped talking to Kai anyway.;How would Kai feel afterwards?;annoyed;satisfied;happy
Addison was watching women at a fashion show. They regarded every girl.;How would Addison feel afterwards?;bored;sad;happy
Lee wore a jacket to school when everyone else was in t-shirts.;How would Lee feel afterwards?;silly;like he fits in;ashamed
As usual, Aubrey went to the park but this morning, he met a stranger at the park who jogged with him.;What will Others want to do next?;have a nice jog;win against Aubrey;go to eat
skylar went shopping with friends in order to buy expensive clothes even though their friends were poor.;What will Others want to do next?;get nothing;get something;needed to have friends
Taylor gave help to a friend who was having trouble keeping up with their bills.;What will their friend want to do next?;thank Taylor for the generosity;help the friend find a higher paying job;pay some of their late employees
cameron was bored out of his mind so he left the show early.;How would you describe Cameron?;upset for wasting their money on the ticket;fun;as boring
Alex grew closer to their sister after their parents died in a car accident.;How would Alex feel afterwards?;sad about their parents;comforted;ignored
Robin let Carson explain themself because it only seemed fair to hear their side of the story.;How would Carson feel as a result?;as fair;listening to them;unfair
Kendall got a new puppy from the pound. They showed all their friends.;What will happen to Kendall?;get some toys;return the puppy;go on a hunting trip
Lee had lost their job so they had a yard sell and sold things.;Why did Lee do this?;needed to pay bills;because the things were in the way;didn't need the things
Sasha was bullied by the people in her building so she got revenge on them.;What will Sasha want to do next?;Deny that she did anything;Turn herself into the police;Ask the people to be friends
Robin pumped their gas at the station and spilled the gas on herself.;How would Robin feel afterwards?;as accident prone;happy;scared
Taylor proved Carson's point that day by getting the job done in a fast time.;How would Carson feel as a result?;smart now;lazy now;as hard working
Remy clicked on the email button and emailed their entire office.;What does Remy need to do before this?;write an email;keep contact;be in their office
Riley was trying to defend themselves, but they were not able to get a word in edgeways.;What will Riley want to do next?;Walk away from the conversation;interrupt;Smile about the conversation
sasha was bored so she gave bob a haircut for free.;How would Others feel as a result?;as thankful;as unappreciative;fulfilled
Riley looked at Jesse.;What will Riley want to do next?;Look at something else;Question: At the awards dinner, Riley looked at Jesse with admiration. Why did Riley do this?   Jesse had won the top prize for the company and the team;had planned the awards dinner and it had gone very smoothly
Lee solved the world's water problem when he invented a new pump.;What does Lee need to do before this?;research a plan;give up on everything;stop his research
Carson returned to Robin's house after previously storming out during a huge fight.;How would Carson feel afterwards?;humiliated;proud;happy
Robin stayed outside and tried to finish the game of volleyball she was playing.;How would Robin feel afterwards?;tired;energetic;brave
Jesse had made plans with Cameron to go to the dance, but instead stood Cameron up.;What will Cameron want to do next?;Tell Jesse how they feel;not go to the dance anymore;Move away from the area
Casey ordered a package with priority shipping but two weeks passed and Casey never received the package.;What will Casey want to do next?;make a complaint;wait for the order;wait another week
Bailey destroyed the enemy's weapons while the enemy was fast asleep.;Why did Bailey do this?;save her people;leave the enemy camp;report back to their superiors
Ash always ate with her bed-bound mother.;What does Ash need to do before this?;a tray for her mom;would clean up the breakfast dishes;would eat out then come home and nap
Jordan brought a bag of food for their school lunch period today.;Why did Jordan do this?;fulfill hunger;go to lunch period;eat food
Skylar was upset with Taylor so they asked Taylor to go.;What will Taylor want to do next?;leave Skylar's place;be present before this;get upset before this
Riley sold Sydney's painting for a lot of money to the bidder at the weekend auction.;What will Sydney want to do next?;get her money;make Sydney a success;paint the painting
Kendall opened their microphone to speak but the microphone refused to work and Kendall just stood on stage.;What will happen to Kendall?;get the microphone to work;awkward on stage;Others will laugh
Alex is a firefighter. He helped Casey to escape the fire.;What will happen to Casey?;escape the fire;be angry;cry
Jesse wasn't feeling good but they improved their condition.;What does Jesse need to do before this?;get some rest;think about fun;healthy
Bailey drank milk every morning, and ended up having way too much calcium in their system.;What will Bailey want to do next?;cut back on drinking milk;she didn't mean to;cut back on drinking beer
Robin sat at Jordan's feet because she wanted to know him a little better.;Why did Robin do this?;start a conversation with Jordan;bored;loved
Quinn knew Ash well enough to know that they never would commit such a terrible crime.;How would Quinn feel afterwards?;intelligent;not guilty;in jail
After reading Casey's graduate thesis, Remy gave Casey a different interpretation in an effort to help improve the thesis.;What does Remy need to do before this?;familiarize themselves with the research Casey has done;wanted to give Casey something to think about;skim over most of Casey's notes
Remy decided enough was enough at her job that day.;How would Remy feel afterwards?;Relieved;feeling proud;Like a pushover
Tracy the bus driver took Jesse's students on a field trip to a remote location.;How would Tracy feel afterwards?;accurate;lost;incompetent
