data_source,split,survey_type,item_id,worker_id,prolific_id,age,ethnicity,gender,race,item_story,item_question,item_answers,understandability,coherent_q_a,unambiguous,average_rating
false_belief,1,ours,false_belief_17,11,07e86885-fb8f-4e27-9c30-a830116920a0,25,non_hispanic,male,white,"Cheng is a teacher in a rural Chinese village. Cheng wants to use a projector to show a documentary about Chinese history to his students. The projector is plugged in and turned on, as Cheng has prepared it beforehand. Cheng believes that the projector is ready to use. As the wind blows outside, the power goes out, causing the projector to turn off. Cheng does not notice the power outage.",Does Cheng believe the projector is ready to use or turned off?,"['Cheng believes the projector is ready to use. (Correct Answer)', 'Cheng believes the projector is turned off.']",4,3,2,3.0
false_belief,1,ours,false_belief_17,10,62218e8d-8245-4bd5-8a5d-842e70f91c4e,24,hispanic,male,other,"Cheng is a teacher in a rural Chinese village. Cheng wants to use a projector to show a documentary about Chinese history to his students. The projector is plugged in and turned on, as Cheng has prepared it beforehand. Cheng believes that the projector is ready to use. As the wind blows outside, the power goes out, causing the projector to turn off. Cheng does not notice the power outage.",Does Cheng believe the projector is ready to use or turned off?,"['Cheng believes the projector is ready to use. (Correct Answer)', 'Cheng believes the projector is turned off.']",5,4,3,4.0
false_belief,1,ours,false_belief_18,11,07e86885-fb8f-4e27-9c30-a830116920a0,25,non_hispanic,male,white,"Carlos is a farmer in a small village in Mexico. Carlos wants to harvest his corn crop before the rainy season begins. The corn plants are tall, strong, and ready for harvest in his field. Carlos believes the corn crop is ripe and ready to be harvested. A sudden and unexpected hailstorm strikes, severely damaging the corn plants. Carlos does not see the damaged corn plants after the hailstorm.","Does Carlos believe the corn plants are tall, strong, and ready for harvest, or does he believe they are severely damaged?","['Carlos believes the corn plants are severely damaged.', 'Carlos believes the corn plants are tall, strong, and ready for harvest. (Correct Answer)']",4,3,3,3.3333333333333335
false_belief,1,ours,false_belief_18,10,62218e8d-8245-4bd5-8a5d-842e70f91c4e,24,hispanic,male,other,"Carlos is a farmer in a small village in Mexico. Carlos wants to harvest his corn crop before the rainy season begins. The corn plants are tall, strong, and ready for harvest in his field. Carlos believes the corn crop is ripe and ready to be harvested. A sudden and unexpected hailstorm strikes, severely damaging the corn plants. Carlos does not see the damaged corn plants after the hailstorm.","Does Carlos believe the corn plants are tall, strong, and ready for harvest, or does he believe they are severely damaged?","['Carlos believes the corn plants are severely damaged.', 'Carlos believes the corn plants are tall, strong, and ready for harvest. (Correct Answer)']",5,4,3,4.0
false_belief,1,ours,false_belief_19,11,07e86885-fb8f-4e27-9c30-a830116920a0,25,non_hispanic,male,white,"Amina is an artist in a small town in Morocco, working in her home studio. She wants to complete her latest painting by adding a few final brushstrokes. Amina mixed a specific shade of blue paint before taking a short break. Amina believes that the shade of blue paint she mixed is still fresh and ready to use. While she is away, her mischievous cat jumps onto the table, knocking over the paint, which spills and dries on the floor. Amina does not see her cat knock over the paint.",Does Amina believe that her mixed shade of blue paint is still fresh or spilled and dried?,"['Amina believes the shade of blue paint is still fresh and ready to use. (Correct Answer)', 'Amina believes the shade of blue paint has spilled and dried.']",5,3,3,3.6666666666666665
false_belief,1,ours,false_belief_19,10,62218e8d-8245-4bd5-8a5d-842e70f91c4e,24,hispanic,male,other,"Amina is an artist in a small town in Morocco, working in her home studio. She wants to complete her latest painting by adding a few final brushstrokes. Amina mixed a specific shade of blue paint before taking a short break. Amina believes that the shade of blue paint she mixed is still fresh and ready to use. While she is away, her mischievous cat jumps onto the table, knocking over the paint, which spills and dries on the floor. Amina does not see her cat knock over the paint.",Does Amina believe that her mixed shade of blue paint is still fresh or spilled and dried?,"['Amina believes the shade of blue paint is still fresh and ready to use. (Correct Answer)', 'Amina believes the shade of blue paint has spilled and dried.']",3,3,3,3.0
false_belief,2,ours,false_belief_20,9,1064630b-153b-4756-88e4-7aa5d29ab62e,26,non_hispanic,female,asian,"Amara, a skilled Nigerian weaver, is preparing to create a traditional textile for an upcoming cultural exhibition. Amara wants to use a unique combination of colorful threads that represents her heritage. Amara carefully chooses a set of vibrant, high-quality threads for her project. She believes the threads she has chosen are strong and perfect for her textile. A curious toddler in her home finds the threads and tangles them, making them difficult to use in the weaving process. Amara does not notice the tangled threads.",Does Amara believe the threads are strong and perfect for her textile or tangled and difficult to use?,"['Amara believes the threads are strong and perfect for her textile. (Correct Answer)', 'Amara believes the threads are tangled and difficult to use.']",4,4,4,4.0
false_belief,2,ours,false_belief_21,9,1064630b-153b-4756-88e4-7aa5d29ab62e,26,non_hispanic,female,asian,"Fatima is a potter in a small Moroccan village known for its vibrant ceramics. Fatima wants to create a beautiful vase as a wedding gift for her cousin. Fatima has left her kiln turned off overnight to cool down. Fatima believes her kiln is off and cool. A power surge during the night causes the kiln to turn on unexpectedly, making it dangerously hot. Fatima does not feel the heat emanating from the kiln.",Does Fatima believe her kiln is off and cool or unexpectedly hot?,"['Fatima believes her kiln is off and cool. (Correct Answer)', 'Fatima believes her kiln is unexpectedly hot.']",4,4,4,4.0
false_belief,2,ours,false_belief_22,9,1064630b-153b-4756-88e4-7aa5d29ab62e,26,non_hispanic,female,asian,"Kael is a farmer in a remote village in the Andes. Kael wants to plant a new crop of high-altitude potatoes in one of his terraced fields. The soil in the field appears rich and well-fertilized. Kael believes that the soil is rich and well-fertilized. Overnight, heavy rainfall washes away much of the fertile soil, leaving mostly rocky dirt behind. Kael does not notice the change in the soil after the rainfall.",Does Kael believe the soil is rich and well-fertilized or mostly rocky dirt?,"['Kael believes the soil is mostly rocky dirt.', 'Kael believes the soil is rich and well-fertilized. (Correct Answer)']",4,4,4,4.0
false_belief,2,ours,false_belief_23,9,1064630b-153b-4756-88e4-7aa5d29ab62e,26,non_hispanic,female,asian,"Nneka is a talented artist living in Lagos, Nigeria. She wants to complete a painting for an upcoming art exhibition. Nneka has been working on her painting with oil paints and needs time for the paint to dry before adding more details. Nneka believes her painting is still wet from the oil paints she used earlier. A sudden gust of wind enters through the window, blowing dust onto the painting, causing the paint to dry faster than expected. Nneka does not notice the gust of wind and the dust on her painting.",Does Nneka believe her painting is still wet or has it dried faster due to the dust?,"['Nneka believes her painting has dried faster due to the dust.', 'Nneka believes her painting is still wet. (Correct Answer)']",4,4,4,4.0
false_belief,2,ours,false_belief_24,9,1064630b-153b-4756-88e4-7aa5d29ab62e,26,non_hispanic,female,asian,"Takeshi is a fisherman in a small Japanese coastal town. Takeshi wants to catch a large number of fish to sell at the market and provide for his family. He notices that the sea is calm and the fish are abundant, making it a perfect day for fishing. Takeshi believes that the sea conditions are ideal for a successful fishing trip. However, a sudden underwater volcanic eruption nearby disrupts the marine life, causing the fish to scatter and flee the area. Takeshi does not sense the disturbance in the water caused by the volcanic eruption.","Does Takeshi believe that the sea is calm and full of fish, or that the fish have scattered due to the volcanic eruption?","['Takeshi believes that the fish have scattered due to the volcanic eruption.', 'Takeshi believes that the sea is calm and full of fish. (Correct Answer)']",4,4,4,4.0
false_belief,2,ours,false_belief_25,9,1064630b-153b-4756-88e4-7aa5d29ab62e,26,non_hispanic,female,asian,"Chi is a fisherman living on a small island in the South Pacific. Chi wants to go on a fishing trip to catch some fish for his family's dinner. The sea appears calm and inviting. Chi believes that the sea is calm and inviting. Suddenly, a strong storm rolls in, causing the sea to become rough and dangerous. Chi does not notice the storm and the change in the sea.",Does Chi believe the sea is calm and inviting or rough and dangerous?,"['Chi believes the sea is rough and dangerous.', 'Chi believes the sea is calm and inviting. (Correct Answer)']",4,4,4,4.0
false_belief,2,ours,false_belief_26,9,1064630b-153b-4756-88e4-7aa5d29ab62e,26,non_hispanic,female,asian,"Isabella is a skilled baker in a small Italian town. She wants to bake a fresh batch of her famous ciabatta bread for the local market. Isabella has prepared the dough earlier and left it to rise in a warm spot in her kitchen. She believes the dough has risen enough for it to be baked. A curious cat enters the kitchen and jumps onto the counter, accidentally flattening the dough. Isabella does not see the cat and the flattened dough.",Does Isabella believe the dough has risen enough or has it been flattened?,"['Isabella believes the dough has been flattened.', 'Isabella believes the dough has risen enough. (Correct Answer)']",4,4,4,4.0
false_belief,2,ours,false_belief_27,9,1064630b-153b-4756-88e4-7aa5d29ab62e,26,non_hispanic,female,asian,"Tumelo is a skilled fisherman in a coastal village in South Africa. He wants to catch fish using his large, sturdy fishing net. Tumelo inspected the net before leaving home and saw that it was in perfect condition. He believes that the fishing net is intact and ready for use. As he walks to the shore, a mischievous seagull pecks at the net, causing a large tear in it. Tumelo does not see the seagull damaging the net.",Does Tumelo believe the fishing net is in perfect condition or torn?,"['Tumelo believes the fishing net is torn.', 'Tumelo believes the fishing net is in perfect condition. (Correct Answer)']",4,4,4,4.0
false_belief,2,ours,false_belief_28,9,1064630b-153b-4756-88e4-7aa5d29ab62e,26,non_hispanic,female,asian,"Isabela is a baker in a small Argentinian town known for its delicious pastries. Isabela wants to make a batch of alfajores, a traditional Argentinian dessert, for her bakery's customers. Isabela gets a bag of powdered sugar from her pantry to dust the alfajores. Isabela believes the bag she took from the pantry is filled with powdered sugar. Her assistant, who was organizing the pantry earlier, accidentally placed a bag of flour in the powdered sugar's spot, and Isabela unknowingly grabs the bag of flour instead. Isabela does not notice the flour.",Does Isabela believe the bag she took from the pantry contains powdered sugar or flour?,"['Isabela believes the bag she took from the pantry contains powdered sugar. (Correct Answer)', 'Isabela believes the bag she took from the pantry contains flour.']",4,4,4,4.0
false_belief,2,ours,false_belief_29,9,1064630b-153b-4756-88e4-7aa5d29ab62e,26,non_hispanic,female,asian,"Amina is an archaeologist working on an excavation site in Egypt. Amina hopes to find an ancient artifact that will shed light on the daily life of the people who once lived there. Amina uncovers a fragile clay tablet with inscriptions on it that she believes could be significant. Amina believes that the clay tablet she found contains valuable information about the ancient civilization. While Amina is away from the excavation site, a sudden sandstorm sweeps through the area, burying the tablet under a thick layer of sand. Amina does not realize the sandstorm has buried the tablet.","Does Amina believe the clay tablet is still visible and accessible, or buried under the sand?","['Amina believes the clay tablet is still visible and accessible. (Correct Answer)', 'Amina believes the clay tablet is buried under the sand.']",4,4,4,4.0
false_belief,3,ours,false_belief_30,6,dca6dffb-3a67-4333-b747-4aa4dbbeb06d,36,non_hispanic,male,white,"Fatima is an archaeologist working at an excavation site in Egypt. Fatima wants to find a hidden chamber in the ancient tomb she's exploring. Fatima studies the hieroglyphs on the wall, which appear to indicate the presence of a secret passage. Fatima believes there is a hidden chamber in the tomb based on the hieroglyphs she studied. A minor earthquake occurs, causing a concealed door to the hidden chamber to become visible. Fatima does not notice the concealed door made visible by the earthquake.","Does Fatima believe there is a hidden chamber based on the hieroglyphs, or does she now know about the concealed door?","['Fatima believes there is a hidden chamber based on the hieroglyphs. (Correct Answer)', 'Fatima knows about the concealed door.']",5,4,5,4.666666666666667
false_belief,3,ours,false_belief_31,6,dca6dffb-3a67-4333-b747-4aa4dbbeb06d,36,non_hispanic,male,white,"Jia is a botanist visiting a beautiful botanical garden in China. Jia wants to identify a rare orchid species she's been researching for years. Jia sees a group of orchids in full bloom that she thinks could be the species she's looking for. Jia believes the orchids she sees are the rare species she's been researching. A sudden gust of wind blows through the garden, causing some petals from a nearby tree to fall and cover the orchids, making them look like a completely different species. Jia does not notice the gust of wind or the petals covering the orchids.",Does Jia believe the orchids are the rare species she's been researching or a different species?,"[""Jia believes the orchids could still be the rare species she's been researching."", 'Jia believes the orchids are a different species. (Correct Answer)']",5,5,5,5.0
false_belief,3,ours,false_belief_32,6,dca6dffb-3a67-4333-b747-4aa4dbbeb06d,36,non_hispanic,male,white,"Kalyani is a traditional Indian dancer in a temple in Kerala, India. Kalyani wants to perform a special dance for the upcoming festival to pay homage to the temple's deity. The temple floor is clean and free of any obstacles, as Kalyani has prepared the space for her dance practice. Kalyani believes that the temple floor is clean and perfect for dancing. An accidental spill of oil from a temple lamp causes a slippery patch on the floor. Kalyani does not notice the oil spill.",Does Kalyani believe the temple floor is clean and perfect for dancing or slippery due to the oil spill?,"['Kalyani believes the temple floor is clean and perfect for dancing. (Correct Answer)', 'Kalyani believes the floor is slippery due to the oil spill.']",5,5,5,5.0
false_belief,3,ours,false_belief_33,6,dca6dffb-3a67-4333-b747-4aa4dbbeb06d,36,non_hispanic,male,white,"Yoshi, a skilled Japanese gardener, is tending to a beautiful Zen garden in Kyoto. Yoshi's goal is to create a harmonious and peaceful environment by carefully arranging the rocks and raking the sand. A carefully raked sand pattern in a specific area of the garden catches Yoshi's eye. Yoshi believes the sand pattern is perfectly raked and ready for visitors to admire. Suddenly, a gust of wind picks up, blowing leaves and disrupting the previously perfect sand pattern. Yoshi does not notice the wind disrupting the sand pattern.",Does Yoshi believe the sand pattern is perfectly raked or disrupted by wind and leaves?,"['Yoshi believes the sand pattern is perfectly raked. (Correct Answer)', 'Yoshi believes the sand pattern is disrupted by wind and leaves.']",5,5,5,5.0
false_belief,3,ours,false_belief_34,6,dca6dffb-3a67-4333-b747-4aa4dbbeb06d,36,non_hispanic,male,white,"Rohit is a renowned painter from India who has been commissioned to create a mural on a city building. Rohit wants to paint an intricate scene depicting the vibrant culture and history of India. Rohit selects a set of high-quality, long-lasting paint colors for the mural. Rohit believes that the paint colors he has chosen are of the highest quality and will last for years. While Rohit is out for lunch, a leak in the ceiling drips water onto the paint colors, diluting them and making them less durable. Rohit does not notice the water-damaged paint colors.",Does Rohit believe the paint colors are of high quality and long-lasting or water-damaged and less durable?,"['Rohit believes the paint colors are of high quality and long-lasting. (Correct Answer)', 'Rohit believes the paint colors are water-damaged and less durable.']",5,5,5,5.0
false_belief,3,ours,false_belief_35,6,dca6dffb-3a67-4333-b747-4aa4dbbeb06d,36,non_hispanic,male,white,"Mateo is a beekeeper in a small Argentinian village. Mateo wants to collect honey from his beehives to sell at the local market. The beehives appear to be full of honey, ready for harvest. Mateo believes that the beehives are full of honey and ripe for collection. A sudden, heavy rainstorm washes away most of the honey from the beehives overnight. Mateo does not notice the loss of honey caused by the rainstorm.","Does Mateo believe the beehives are full of honey, or that the honey has been washed away by the rainstorm?","['Mateo believes the beehives are full of honey. (Correct Answer)', 'Mateo believes the honey has been washed away by the rainstorm.']",5,5,5,5.0
false_belief,3,ours,false_belief_36,6,dca6dffb-3a67-4333-b747-4aa4dbbeb06d,36,non_hispanic,male,white,"Ibrahim is a talented potter in a small Middle Eastern village. He wants to make a beautiful, large clay pot to display at the upcoming village bazaar. Ibrahim finds a pile of clay in his workshop, which appears to be moist and malleable. He believes that the clay is moist and malleable, perfect for forming a large pot. However, while Ibrahim is taking a break, the sun shines directly onto the clay, causing it to dry out and become brittle. Ibrahim does not notice the dried-out clay.",Does Ibrahim believe the clay is moist and malleable or dried out and brittle?,"['Ibrahim believes the clay is moist and malleable. (Correct Answer)', 'Ibrahim believes the clay is dried out and brittle.']",5,5,5,5.0
false_belief,3,ours,false_belief_37,6,dca6dffb-3a67-4333-b747-4aa4dbbeb06d,36,non_hispanic,male,white,"Lila is a beekeeper in a small village in Eastern Europe. She wants to harvest honey from one of her beehives. The beehive is full of honey, as Lila observed during her last inspection. Lila believes the beehive is full of honey. A sudden cold snap occurs overnight, causing the bees to consume the honey to stay warm and survive, leaving the beehive nearly empty. Lila does not notice the cold snap and the decreased honey in her beehive.",Does Lila believe the beehive is full of honey or nearly empty?,"['Lila believes the beehive is nearly empty.', 'Lila believes the beehive is full of honey. (Correct Answer)']",5,5,5,5.0
false_belief,3,ours,false_belief_38,6,dca6dffb-3a67-4333-b747-4aa4dbbeb06d,36,non_hispanic,male,white,"Mei is a talented cook who decides to participate in a local cooking competition. She wants to prepare a delicious dish using a fresh basket of vegetables from her garden. Mei sees that the vegetables are freshly picked and vibrant. She believes that the vegetables are of the best quality and fresh. Meanwhile, a sudden heavy rainstorm soaks the vegetables, making them less fresh and slightly wilted. Mei does not notice the rainstorm or the wet vegetables.",Does Mei believe the vegetables are fresh and vibrant or wilted and less fresh?,"['Mei believes the vegetables are fresh and vibrant. (Correct Answer)', 'Mei believes the vegetables are wilted and less fresh.']",5,5,5,5.0
false_belief,3,ours,false_belief_39,6,dca6dffb-3a67-4333-b747-4aa4dbbeb06d,36,non_hispanic,male,white,"Hiroshi is a fisherman in a small coastal village in Japan. Hiroshi wishes to catch enough fish to feed his family and sell the surplus at the local market. The fishing nets are in excellent condition, ready to be cast into the sea. Hiroshi believes the fishing nets are in excellent condition and ready for use. However, a curious pod of dolphins swims by and accidentally tears the nets with their sharp dorsal fins. Hiroshi does not see the dolphins or the damage they caused to the nets.",Does Hiroshi believe the fishing nets are in excellent condition or torn by the dolphins?,"['Hiroshi believes the fishing nets are in excellent condition. (Correct Answer)', 'Hiroshi believes the fishing nets are torn by the dolphins.']",5,5,5,5.0
false_belief,4,ours,false_belief_40,7,77215a0c-2697-4342-83f0-7e668181b1d1,28,non_hispanic,female,white,"Kofi is a fisherman from a small village in Ghana. He wants to catch enough fish today to provide for his family and sell the surplus at the market. Kofi repaired his fishing net last night. Kofi believes that his fishing net is in good condition. While Kofi is away from his boat, a group of monkeys comes and plays with the fishing net, tearing it apart. Kofi does not see the monkeys damaging his fishing net.",Does Kofi believe his fishing net is in good condition or torn apart?,"['Kofi believes his fishing net is torn apart.', 'Kofi believes his fishing net is in good condition. (Correct Answer)']",5,5,5,5.0
false_belief,4,ours,false_belief_41,7,77215a0c-2697-4342-83f0-7e668181b1d1,28,non_hispanic,female,white,"Ngozi is a potter in a small Nigerian village, known for her beautiful ceramic vases. Ngozi wants to create a vase with a blue glaze to showcase at the upcoming village art exhibition. She reaches for a container of blue glaze from her shelf to apply to the vase. Ngozi believes that the container she selected holds the blue glaze. Earlier in the day, her apprentice accidentally switched the labels of the blue and green glaze containers, so Ngozi unknowingly picks up the container with the green glaze. Ngozi does not notice the green glaze.",Does Ngozi believe the container holds blue glaze or green glaze?,"['Ngozi believes the container holds green glaze.', 'Ngozi believes the container holds blue glaze. (Correct Answer)']",5,5,5,5.0
false_belief,4,ours,false_belief_42,7,77215a0c-2697-4342-83f0-7e668181b1d1,28,non_hispanic,female,white,"Aiko is a florist in a small Japanese town. Aiko wants to create an exquisite flower arrangement for a customer's wedding. Aiko sees a vase filled with fresh, colorful flowers in her shop. Aiko believes that the vase contains fresh, colorful flowers ready for the arrangement. Overnight, a sudden drop in temperature causes the flowers in the vase to wilt. Aiko does not notice the wilted flowers in the vase.","Does Aiko believe the vase contains fresh, colorful flowers or wilted flowers?","['Aiko believes the vase contains fresh, colorful flowers. (Correct Answer)', 'Aiko believes the vase contains wilted flowers.']",5,5,5,5.0
false_belief,4,ours,false_belief_43,7,77215a0c-2697-4342-83f0-7e668181b1d1,28,non_hispanic,female,white,"Aniket is a marine biologist studying coral reefs off the coast of India. Aniket needs to collect samples of coral to analyze the effects of climate change on the reef. Aniket spots a healthy-looking coral formation in a specific area of the reef. Aniket believes the coral formation is healthy. A sudden wave surge stirs up sediment, covering the once healthy coral formation and causing it to become damaged. Aniket does not notice the wave surge or the sediment covering the coral.",Does Aniket believe the coral formation is healthy or damaged?,"['Aniket believes the coral formation is damaged.', 'Aniket believes the coral formation is healthy. (Correct Answer)']",5,5,5,5.0
false_belief,4,ours,false_belief_44,7,77215a0c-2697-4342-83f0-7e668181b1d1,28,non_hispanic,female,white,"Luka is a gardener working in a beautiful park in the middle of the city. Luka wants to water the plants in the park to ensure they stay healthy and vibrant. The sky is cloudy, and Luka assumes that it might rain soon. Luka believes that it will rain soon. However, the wind picks up and blows the clouds away, revealing a bright and sunny sky. Luka does not notice the clouds clearing and the sun shining.","Does Luka believe that it will rain soon, or does he think the weather has become sunny?","['Luka believes that it will rain soon. (Correct Answer)', 'Luka believes the weather has become sunny.']",5,5,5,5.0
false_belief,4,ours,false_belief_45,7,77215a0c-2697-4342-83f0-7e668181b1d1,28,non_hispanic,female,white,"Amara is a sculptor in a small town in Greece. She wants to carve a statue of Aphrodite using a large piece of marble. Amara selects a slab of marble from her workshop, which she thinks is free from cracks and imperfections. Amara believes that the marble slab is in perfect condition. However, a hairline crack is present in the marble slab, which goes unnoticed by her. Amara does not discover the hairline crack in the marble slab.",Does Amara believe the marble slab is free from cracks or has a hairline crack?,"['Amara believes the marble slab is free from cracks. (Correct Answer)', 'Amara believes the marble slab has a hairline crack.']",5,5,5,5.0
false_belief,4,ours,false_belief_46,7,77215a0c-2697-4342-83f0-7e668181b1d1,28,non_hispanic,female,white,"Juanita is a skilled chef who owns a small restaurant in Mexico. Today, she wants to prepare her signature dish, chiles en nogada, for a group of tourists. Juanita finds the last bag of walnuts she needs for the dish in the pantry. She believes that the bag of walnuts is fresh and ready to use. While Juanita is busy cutting vegetables, a mouse sneaks into the pantry and nibbles on the walnuts, contaminating them. Juanita does not see the mouse eating the walnuts.",Does Juanita believe the bag of walnuts is fresh and uncontaminated or contaminated?,"['Juanita believes the bag of walnuts is contaminated.', 'Juanita believes the bag of walnuts is fresh and uncontaminated. (Correct Answer)']",5,5,5,5.0
false_belief,4,ours,false_belief_47,7,77215a0c-2697-4342-83f0-7e668181b1d1,28,non_hispanic,female,white,"Xia is an experienced fisherman living in a coastal village in China. Xia wants to go out and fish in the ocean on his sturdy wooden boat. Xia checks the weather forecast and sees clear skies and calm seas. He believes the weather is perfect for a day of fishing. However, a sudden storm forms offshore, bringing strong winds and choppy waters. Xia does not notice the storm approaching and the change in weather conditions.",Does Xia believe the weather is perfect for fishing or that a storm is approaching?,"['Xia believes the weather is perfect for a day of fishing. (Correct Answer)', 'Xia believes a storm is approaching.']",5,5,5,5.0
false_belief,4,ours,false_belief_48,7,77215a0c-2697-4342-83f0-7e668181b1d1,28,non_hispanic,female,white,"Leilani is a skilled hula dancer from Hawaii who has been asked to perform at a cultural event. Leilani wants to wear her favorite traditional hula skirt made of ti leaves for the performance. Leilani sees her ti leaf skirt hanging in her closet, appearing to be in good condition. She believes the ti leaf skirt is in good condition and suitable for her performance. While Leilani is away from her room, her younger brother accidentally spills a glass of water near the closet, causing her ti leaf skirt to become wet and wilted. Leilani does not notice the wet and wilted ti leaf skirt.",Does Leilani believe the ti leaf skirt is in good condition or wet and wilted?,"['Leilani believes the ti leaf skirt is in good condition. (Correct Answer)', 'Leilani believes the ti leaf skirt is wet and wilted.']",5,5,5,5.0
false_belief,4,ours,false_belief_49,7,77215a0c-2697-4342-83f0-7e668181b1d1,28,non_hispanic,female,white,"Emilia is a talented baker in a small Italian town. She plans to bake a large batch of biscotti to sell at the local market. Emilia inspects the oven's temperature, which appears to be set at the correct temperature for baking. Emilia believes that the oven is set at the correct temperature for baking biscotti. A power surge causes the oven's temperature to spike, making it too hot for baking biscotti. Emilia does not notice the oven's temperature increase.",Does Emilia believe the oven is set at the correct temperature for baking biscotti or too hot?,"['Emilia believes the oven is too hot for baking biscotti.', 'Emilia believes the oven is set at the correct temperature for baking biscotti. (Correct Answer)']",5,5,5,5.0
true_belief,0,ours,true_belief_00,8,19e42f08-f061-404d-b926-63dbad2c163c,45,non_hispanic,female,white,"Lila is a talented violinist who lives in a bustling city in India. Today, she has an important audition for a renowned symphony orchestra. Lila picks up her violin case, which she assumes contains her valuable violin. Lila believes that her violin is in the case. However, her younger brother, who was playing around earlier, accidentally swapped her violin case with his identical-looking case containing a beginner's violin. Lila notices the swapped violin cases.",Does Lila believe the violin case contains her valuable violin or a beginner's violin?,"[""Lila believes the violin case contains a beginner's violin. (Correct Answer)"", 'Lila believes the violin case contains her valuable violin.']",4,3,3,3.3333333333333335
true_belief,0,ours,true_belief_01,8,19e42f08-f061-404d-b926-63dbad2c163c,45,non_hispanic,female,white,"Kwame is a skilled woodcarver in a small African village known for its exceptional craftsmanship. Kwame wants to create a beautiful wooden sculpture for the upcoming village festival. Kwame examines a large piece of wood and notices it is strong and free of imperfections. He believes that the piece of wood is perfect for his carving project. While Kwame is away, termites infest the wood, weakening its structure and leaving it unsuitable for carving. Kwame discovers the termite-infested wood.",Does Kwame believe the piece of wood is strong and free of imperfections or weakened and infested with termites?,"['Kwame believes the piece of wood is weakened and infested with termites. (Correct Answer)', 'Kwame believes the piece of wood is strong and free of imperfections.']",4,4,3,3.6666666666666665
true_belief,0,ours,true_belief_02,8,19e42f08-f061-404d-b926-63dbad2c163c,45,non_hispanic,female,white,"Naledi is a young astronomer in a remote observatory in South Africa. Naledi wants to observe a distant supernova to gather data for her research. The telescope is pointed at the coordinates of the supernova, ready for observation. Naledi believes that the telescope is aimed at the correct location. A minor earthquake occurs, causing the telescope to shift its position slightly. Naledi notices the earthquake and its effect on the telescope.",Does Naledi believe the telescope is aimed at the correct location or has shifted due to the earthquake?,"['Naledi believes the telescope is aimed at the correct location.', 'Naledi believes the telescope has shifted due to the earthquake. (Correct Answer)']",4,4,4,4.0
true_belief,0,ours,true_belief_03,8,19e42f08-f061-404d-b926-63dbad2c163c,45,non_hispanic,female,white,"Kavya is a florist in a vibrant Indian market. Kavya wants to create a beautiful bouquet of fresh roses for a customer's anniversary celebration. Kavya sees a batch of roses in her shop that appear to be fresh and vibrant. Kavya believes that the roses are fresh and perfect for the bouquet. Unbeknownst to her, a mischievous monkey sneaks into the shop and nibbles on the rose petals, leaving them damaged and unsuitable for the bouquet. Kavya notices the monkey's actions.",Does Kavya believe the roses are fresh and perfect for the bouquet or damaged by the monkey?,"['Kavya believes the roses are damaged by the monkey. (Correct Answer)', 'Kavya believes the roses are fresh and perfect for the bouquet.']",4,4,3,3.6666666666666665
true_belief,0,ours,true_belief_04,8,19e42f08-f061-404d-b926-63dbad2c163c,45,non_hispanic,female,white,"Naledi is a talented South African chef preparing a traditional braai for her friends and family. Naledi wants to make a delicious marinade for the meats and vegetables to be grilled. She takes a bottle of vinegar from the cupboard to mix with other ingredients for the marinade. Naledi believes that the bottle contains vinegar. Her cousin, who was helping in the kitchen earlier, accidentally placed a bottle of water in the vinegar's spot, and Naledi unknowingly grabs the bottle of water instead. Naledi notices the water and puts it back.",Does Naledi believe the bottle she took from the cupboard contains vinegar or water?,"['Naledi believes the bottle she took from the cupboard contains vinegar.', 'Naledi believes the bottle she took from the cupboard contains water. (Correct Answer)']",4,4,4,4.0
true_belief,0,ours,true_belief_05,8,19e42f08-f061-404d-b926-63dbad2c163c,45,non_hispanic,female,white,"Abhay is a young farmer in a small Indian village. He wants to water his crops with the water stored in a large clay pot. Abhay checks the water level and sees that the pot is full. He believes that the pot is full of water. Unbeknownst to him, a hole in the bottom of the pot has caused the water to leak out, leaving the pot empty. Abhay notices the hole and the water leaking out.",Does Abhay believe the pot is full of water or empty?,"['Abhay believes the pot is empty. (Correct Answer)', 'Abhay believes the pot is full of water.']",4,4,3,3.6666666666666665
true_belief,0,ours,true_belief_06,8,19e42f08-f061-404d-b926-63dbad2c163c,45,non_hispanic,female,white,"Hiroshi is a Japanese gardener tending to a zen garden in Kyoto. Hiroshi desires to create perfect harmony in the garden by carefully raking the sand into beautiful patterns. Hiroshi notices that the sand in the garden is smooth and untouched. Hiroshi believes the sand is smooth and ready for raking. A sudden gust of wind blows fallen leaves onto the sand, disrupting the smooth surface. Hiroshi sees the gust of wind and the leaves falling onto the sand.",Does Hiroshi believe the sand is smooth and untouched or disrupted by fallen leaves?,"['Hiroshi believes the sand is smooth and untouched.', 'Hiroshi believes the sand is disrupted by fallen leaves. (Correct Answer)']",4,4,4,4.0
